Age;CreditScore;MaritalStatus;Education;Default
31;578;1;2;0
53;709;1;3;0
39;630;0;0;1
29;498;1;1;1
48;408;0;1;0
26;787;0;2;1
41;406;2;1;0
34;513;2;3;1
19;757;1;1;0
41;759;1;3;1
42;340;0;2;1
46;485;0;2;1
38;647;1;1;1
32;342;2;2;1
26;573;0;0;1
47;387;0;2;1
57;434;2;1;1
35;377;2;1;0
67;775;1;0;0
62;381;0;3;1
30;669;0;0;1
20;571;1;1;1
31;808;1;3;0
24;546;1;2;0
29;394;1;1;1
30;689;0;2;1
40;451;1;0;1
60;716;0;0;1
45;330;2;1;0
60;660;0;1;1
33;478;1;3;1
34;821;2;3;0
62;365;2;2;0
51;813;2;1;0
52;742;2;2;0
49;341;0;1;1
54;511;0;0;0
68;743;2;3;0
49;701;2;2;0
68;808;0;2;0
26;581;2;1;1
64;776;2;2;0
61;738;2;3;0
64;577;2;0;1
61;646;1;0;0
66;774;2;3;0
22;600;2;0;0
68;352;1;3;0
25;747;0;1;1
39;750;0;2;1
68;390;0;1;0
62;767;0;3;0
44;530;0;0;1
37;687;2;2;0
60;432;0;1;1
52;847;2;3;0
24;470;1;1;1
22;742;1;2;1
67;750;2;2;0
69;807;2;3;0
61;836;0;0;0
39;325;1;2;1
66;577;0;3;0
45;766;2;0;0
53;483;1;3;0
39;784;0;1;1
62;811;1;1;0
30;464;0;2;1
44;613;1;3;0
44;535;1;3;0
25;845;1;1;1
41;331;2;2;1
35;834;1;1;0
20;395;0;1;1
57;833;0;1;1
43;337;1;0;1
28;739;0;0;0
65;457;0;0;1
66;363;1;1;0
50;652;0;0;1
29;752;2;0;1
60;673;1;3;0
32;487;1;3;1
37;654;1;1;1
28;454;2;1;1
48;573;0;0;0
19;740;1;3;0
24;848;0;0;1
64;416;2;2;0
36;479;1;0;1
33;523;2;1;1
27;849;2;0;0
41;334;1;0;1
37;629;2;2;0
33;845;0;1;1
35;467;2;2;0
62;731;2;2;0
23;704;0;0;1
34;642;2;0;0
67;559;2;0;0
47;751;0;0;0
58;395;0;1;1
35;394;1;0;1
46;699;0;0;0
62;303;1;0;0
66;516;1;1;0
28;475;0;0;1
51;547;1;2;1
31;526;0;3;0
30;312;2;2;1
21;649;1;1;1
56;536;1;0;1
63;650;2;2;1
48;357;0;3;1
65;395;1;3;0
20;747;2;3;0
69;797;0;1;0
55;568;2;2;1
46;814;2;0;0
39;550;2;0;1
45;585;2;2;0
45;685;0;2;0
52;706;1;2;0
36;804;1;2;0
22;558;2;0;1
47;816;0;2;0
67;437;0;3;0
51;665;1;0;1
31;384;0;0;1
24;501;2;0;1
20;558;2;0;1
47;573;2;2;0
67;393;0;2;0
47;509;2;3;0
54;614;0;0;0
34;359;1;3;0
52;510;1;1;1
48;552;0;0;1
64;711;2;1;0
37;680;2;3;0
32;828;1;1;1
61;782;0;1;1
53;451;2;3;1
22;406;1;1;0
65;708;1;2;0
31;821;1;2;1
37;554;2;1;0
67;413;1;1;1
59;428;2;1;0
23;491;0;1;1
64;452;0;1;0
49;747;2;1;0
40;626;0;1;1
18;812;0;2;0
28;618;1;0;1
36;606;1;2;0
47;471;2;3;0
23;380;1;1;1
36;519;0;0;1
63;742;0;1;1
35;498;2;3;1
68;646;2;0;1
42;849;0;3;1
39;609;2;0;1
22;565;1;3;1
56;533;2;3;1
28;440;0;3;1
42;369;1;1;1
29;644;1;1;0
59;648;2;3;0
37;495;1;0;0
32;528;0;0;1
44;382;0;3;1
23;733;0;1;1
64;685;1;0;1
60;821;0;2;0
47;466;0;3;0
31;725;2;1;0
36;813;0;2;0
56;383;0;0;0
33;429;2;3;0
49;738;0;3;0
35;498;1;1;1
43;605;0;2;0
24;562;0;2;1
31;341;0;3;1
53;403;0;3;1
34;807;2;0;0
37;398;0;3;1
66;528;2;0;0
25;742;1;2;0
38;794;1;0;0
63;664;2;1;0
21;660;0;3;1
37;515;1;3;1
69;820;0;2;0
69;844;1;1;0
31;755;0;1;0
64;497;0;3;0
58;619;1;1;0
51;706;0;0;1
54;848;0;2;0
56;805;0;1;0
58;696;2;1;0
52;590;0;3;1
48;745;0;2;0
25;380;1;0;1
52;574;2;2;1
41;505;2;1;1
46;682;0;1;0
67;696;2;1;0
43;340;2;1;1
57;451;2;1;0
51;516;0;3;0
69;569;1;1;0
27;403;0;0;1
55;408;1;2;0
38;489;1;3;0
20;598;1;0;1
24;514;0;0;1
20;356;2;2;1
54;508;2;1;0
30;655;1;3;0
30;523;1;0;1
51;705;0;3;0
61;644;2;0;1
34;708;2;3;0
24;442;0;3;1
68;641;1;3;0
54;307;0;2;0
25;784;1;1;0
34;614;0;2;0
27;715;0;2;1
59;766;0;3;0
40;413;1;0;1
53;503;0;3;0
22;306;0;1;1
49;637;1;1;1
20;302;1;1;1
26;412;1;3;1
43;553;1;0;1
38;811;2;2;0
24;381;0;2;1
69;306;1;0;1
27;632;0;0;1
69;302;1;0;0
63;787;2;3;0
56;446;0;0;1
29;477;1;2;0
47;420;2;1;1
22;491;2;3;1
45;807;2;3;0
57;414;2;0;0
39;349;0;1;1
26;617;1;3;1
22;403;0;0;1
63;825;2;1;0
35;814;0;3;1
26;620;2;0;1
32;582;2;2;1
68;819;2;2;0
30;407;2;2;1
65;342;2;3;0
52;753;0;0;1
22;360;1;3;1
41;659;0;0;1
56;383;0;0;1
32;681;0;1;1
58;746;2;2;0
24;406;2;1;1
43;677;1;2;0
60;590;1;0;0
58;677;1;2;0
29;691;1;0;0
32;419;0;2;1
44;707;2;3;0
59;508;2;0;0
47;743;0;3;0
20;446;1;0;1
50;752;1;0;0
31;503;2;0;1
55;745;2;0;0
18;685;2;0;0
57;742;1;2;0
47;426;1;2;0
54;439;0;1;1
36;363;0;2;1
21;537;1;1;1
36;335;1;1;1
49;734;0;0;1
53;369;1;1;1
49;720;1;1;1
48;667;1;2;0
22;826;0;1;1
57;581;2;3;0
20;641;1;0;1
33;765;2;2;0
47;558;0;3;1
50;592;0;0;1
40;538;2;2;0
59;792;0;2;0
37;758;0;3;0
33;384;2;1;1
31;642;0;0;0
59;676;2;3;0
35;481;0;3;0
34;363;0;2;1
26;621;0;3;0
57;638;1;2;0
28;786;0;2;1
62;400;1;1;0
27;611;2;2;1
24;677;1;1;0
52;305;0;0;0
22;487;0;0;1
22;577;0;1;1
37;673;1;3;0
39;643;2;2;0
62;421;1;1;1
51;301;2;1;1
27;409;2;0;1
61;424;1;2;0
19;786;1;0;1
69;567;0;1;0
65;566;2;3;0
37;320;0;1;1
36;326;2;2;1
62;384;2;0;0
57;838;0;2;0
50;635;0;1;1
55;815;1;1;0
50;483;1;3;1
24;441;1;1;1
20;519;2;2;1
26;691;0;3;1
53;493;0;1;1
50;678;2;0;0
21;683;2;1;1
19;405;1;3;1
43;700;2;3;0
57;365;2;0;0
42;606;0;0;1
25;370;1;0;1
35;576;0;0;1
44;342;1;0;0
37;650;0;3;1
47;519;0;0;1
69;618;1;3;0
47;673;1;0;1
62;332;2;3;0
35;692;0;2;1
24;466;0;0;1
57;702;1;1;0
68;537;2;3;1
43;542;1;0;1
54;703;1;2;1
38;486;0;3;1
27;509;1;2;1
65;367;0;0;0
60;814;0;1;0
61;345;0;3;1
58;608;0;3;0
48;518;2;2;1
37;451;0;2;1
51;624;2;1;1
32;456;1;0;1
60;300;2;3;0
44;782;1;1;1
18;605;1;3;1
56;677;1;0;0
58;804;2;1;0
59;623;1;1;1
67;376;1;3;0
28;461;2;3;0
52;485;1;0;1
23;759;1;0;1
48;646;0;2;0
60;721;0;2;0
56;713;2;1;0
45;619;1;0;1
50;440;2;3;0
54;478;1;3;1
27;660;1;1;1
56;541;1;0;1
24;589;1;0;1
66;430;0;1;0
26;426;0;2;0
35;745;0;2;1
44;424;0;0;1
43;776;1;0;1
32;661;0;0;1
35;514;2;2;0
48;529;2;1;1
21;821;1;3;0
53;555;0;0;1
28;366;1;2;1
35;363;2;3;1
18;583;0;0;1
27;659;1;2;0
61;670;1;3;0
19;590;1;2;1
54;416;0;2;1
35;798;2;3;0
57;840;1;3;0
49;615;2;3;1
46;338;2;2;0
29;464;2;0;1
64;699;0;1;0
42;430;2;0;1
43;736;0;0;1
68;583;2;3;0
50;727;0;3;0
32;693;0;0;1
21;780;2;3;0
31;810;0;0;0
27;765;0;3;1
29;580;0;2;1
54;451;1;0;1
38;548;1;1;0
52;330;0;2;1
64;479;0;0;1
51;822;1;3;0
66;763;1;1;0
60;642;2;1;0
41;598;0;1;1
57;397;1;1;1
48;427;1;0;1
60;762;0;3;0
28;357;1;1;1
20;639;1;0;1
20;718;2;1;1
31;681;2;0;1
18;754;1;2;1
47;736;2;2;1
65;667;0;3;0
27;307;2;2;1
22;831;0;2;1
30;831;1;3;0
47;614;2;3;0
25;437;2;3;0
29;607;2;3;1
32;784;1;3;1
31;641;1;2;1
26;632;0;1;1
63;322;1;0;0
22;528;0;3;1
43;323;0;3;0
47;717;0;2;0
33;811;2;1;0
44;632;2;2;0
65;479;0;2;0
38;449;0;0;0
64;439;1;1;1
24;671;1;3;0
40;598;1;1;0
22;745;1;0;1
65;472;0;1;1
67;744;2;3;0
68;468;2;2;0
18;422;0;0;1
49;640;0;2;1
66;410;1;1;0
32;567;2;0;1
21;390;2;3;1
26;311;1;1;1
58;715;2;2;0
61;597;2;3;0
42;824;2;3;0
30;752;2;1;1
47;313;2;2;1
48;637;1;1;1
63;849;2;2;0
64;306;1;0;1
23;814;0;3;0
35;771;2;2;0
28;706;0;0;1
68;830;2;2;0
19;398;0;2;1
22;499;0;1;1
59;360;2;1;1
50;497;0;0;0
41;565;1;2;0
41;516;0;2;1
61;475;1;3;0
38;671;0;0;0
24;416;2;2;1
48;308;2;2;1
41;316;0;2;1
60;465;1;2;0
28;404;1;0;1
31;809;0;0;1
44;685;1;2;1
56;841;1;3;0
57;591;2;3;0
64;722;2;0;0
59;814;2;0;0
24;610;0;1;1
24;546;0;0;1
66;533;1;2;1
62;838;1;1;0
29;601;1;1;1
57;504;0;2;0
25;619;0;0;1
43;429;2;1;0
45;516;2;0;1
68;538;1;1;0
25;665;1;1;1
69;460;0;2;1
37;494;2;0;1
25;791;0;2;1
61;326;2;2;0
59;448;0;0;0
58;799;0;0;0
53;821;0;2;0
69;763;0;3;0
19;349;2;0;1
40;667;2;1;1
53;788;2;2;1
38;374;2;0;1
69;829;1;0;0
57;643;2;3;0
51;646;0;2;0
64;796;2;3;0
36;803;2;2;0
26;585;1;2;1
40;610;2;0;0
32;795;1;0;1
48;627;2;2;0
46;539;0;3;1
48;469;0;0;1
67;414;2;1;0
42;411;1;0;1
25;354;2;3;1
51;720;0;2;0
57;783;1;1;1
44;396;1;3;0
24;577;1;2;0
45;809;0;3;0
55;657;0;2;1
30;442;2;1;1
64;536;2;2;0
27;657;1;1;1
44;369;0;0;1
18;832;0;2;0
33;398;1;3;0
27;573;1;1;1
68;597;2;2;0
50;504;2;1;0
54;426;0;2;1
67;616;0;1;0
63;840;2;1;0
20;425;1;1;1
33;732;0;1;1
68;790;0;0;0
24;328;2;3;1
30;696;0;1;1
26;596;1;0;1
67;425;0;3;1
37;731;0;0;1
68;679;0;3;0
63;706;0;0;0
56;386;2;1;1
54;443;2;1;0
22;325;0;0;1
44;842;1;1;0
27;513;0;1;1
26;833;2;2;0
49;482;0;1;1
33;374;0;1;1
57;826;2;1;1
44;480;1;0;1
43;827;0;3;1
37;376;1;2;1
34;434;1;3;0
61;364;2;3;0
48;395;1;2;1
31;822;1;2;1
55;394;0;2;0
61;328;1;0;1
41;612;0;0;1
37;841;2;1;0
66;774;0;1;0
32;345;0;2;1
24;503;0;1;1
25;578;0;0;1
42;319;1;3;0
54;656;0;2;1
29;581;0;0;1
64;641;2;0;0
40;458;2;2;0
24;588;1;1;0
53;318;1;3;1
64;667;2;2;0
42;416;2;3;1
42;815;0;2;1
54;668;2;3;1
30;809;1;2;1
56;689;2;0;0
30;432;0;1;1
29;689;0;1;1
56;675;1;3;0
62;564;2;2;0
45;618;1;2;1
22;351;1;1;1
69;729;2;2;0
62;371;2;1;1
62;624;1;0;1
21;635;0;3;0
60;833;2;3;0
51;591;2;0;1
59;567;2;3;0
54;397;1;2;0
52;749;2;1;0
28;768;2;0;1
67;771;1;2;1
39;841;2;2;0
68;715;0;2;0
39;672;0;0;0
29;356;0;2;1
46;533;2;0;0
57;316;2;2;0
47;370;1;2;1
48;302;0;0;1
29;328;2;0;1
58;471;2;1;0
42;658;0;0;1
59;353;2;0;0
46;416;1;0;1
46;590;0;3;0
50;748;1;2;0
35;506;2;0;1
29;725;2;3;0
27;390;0;3;1
63;486;0;0;0
43;470;1;2;1
65;457;0;1;1
64;691;0;2;1
38;727;2;0;0
49;411;2;2;1
62;321;1;3;0
25;796;0;0;1
32;743;1;2;0
34;829;2;0;1
64;559;2;1;0
47;510;2;1;1
30;734;2;2;1
55;561;2;1;0
66;547;1;1;0
22;721;0;1;1
56;586;2;1;1
20;431;2;1;1
61;478;2;1;0
19;780;1;2;1
42;607;0;1;1
53;421;1;3;0
27;363;1;3;1
58;809;2;1;0
25;496;1;3;1
47;486;2;1;1
48;350;0;1;1
58;417;0;0;1
21;441;0;0;1
33;564;1;1;0
69;845;2;0;0
32;804;1;0;1
59;300;1;2;1
32;603;0;2;1
54;502;2;0;1
47;474;1;2;0
23;393;1;3;0
47;719;1;1;1
27;441;2;3;1
49;584;1;3;0
42;544;0;1;0
53;474;2;0;1
28;437;0;3;0
68;690;2;3;0
59;823;1;2;0
28;302;1;0;1
29;422;2;3;1
30;403;0;2;1
56;830;1;1;1
40;360;2;0;1
65;753;1;2;0
68;352;1;0;1
59;389;1;1;1
25;839;0;0;1
52;302;0;0;1
34;483;1;1;0
55;806;2;2;0
23;704;1;0;1
38;456;1;2;1
66;690;2;3;0
25;538;2;3;0
25;454;1;0;1
46;707;2;3;0
19;343;2;2;1
52;639;1;1;0
56;693;2;3;0
27;648;1;0;0
26;829;0;1;1
64;593;2;3;0
28;459;1;0;1
54;361;1;2;0
35;665;0;1;0
25;619;0;2;1
37;463;0;3;1
30;757;2;2;0
44;608;2;2;1
45;807;0;0;1
56;734;0;3;0
42;658;2;1;1
37;392;0;0;0
37;476;0;3;1
50;700;1;2;1
58;451;0;3;1
47;798;1;3;0
35;464;0;2;1
34;565;2;2;0
38;387;0;0;1
20;642;1;0;1
53;460;1;2;1
57;550;2;1;0
67;511;2;2;0
52;548;2;0;1
59;631;2;1;0
20;799;1;3;1
38;801;0;2;0
44;523;0;2;1
37;539;1;3;0
55;758;2;3;0
61;609;2;2;0
44;571;0;2;1
59;365;2;2;1
27;829;0;0;1
66;406;0;3;0
45;420;2;2;0
62;540;1;3;0
28;615;2;3;0
67;433;0;3;0
45;418;1;3;1
19;778;2;0;1
30;743;1;0;1
23;370;2;1;1
66;309;0;2;0
50;333;0;3;0
61;387;2;1;1
44;785;0;2;0
41;315;0;3;1
27;618;2;1;0
29;665;2;0;1
44;338;1;3;1
61;546;0;2;1
38;828;2;1;0
26;378;1;0;1
52;655;0;2;1
52;539;0;2;0
48;559;0;3;0
55;641;0;1;1
30;361;2;3;0
61;336;0;2;1
29;727;1;0;0
57;570;2;0;1
63;579;2;2;0
26;520;0;3;0
34;442;0;2;1
26;846;2;0;1
50;722;1;1;0
61;726;0;2;0
39;644;2;1;0
36;803;1;1;0
62;441;1;3;0
35;686;2;1;0
32;737;0;2;1
63;668;1;1;0
22;355;2;0;1
48;747;0;1;1
19;413;2;1;1
18;726;1;3;0
51;487;0;1;0
40;817;1;3;0
66;754;2;0;1
65;421;1;0;1
61;345;1;2;1
24;793;1;0;0
55;752;1;3;0
33;822;2;1;0
36;509;1;0;1
31;735;2;1;0
33;738;0;2;1
49;749;2;3;0
67;539;2;3;0
58;737;0;0;1
54;662;0;1;1
55;425;1;3;1
38;354;2;1;1
47;315;0;0;1
44;553;0;1;0
37;842;1;3;0
50;770;0;0;0
66;312;0;3;0
58;679;2;2;0
28;732;2;0;0
32;539;1;2;1
58;329;0;0;1
18;641;1;0;1
55;599;0;2;1
38;308;1;3;0
27;415;1;2;1
66;371;2;0;1
19;793;2;2;0
